pdbid,H_H,H_C,H_N,H_O,H_S,C_H,C_C,C_N,C_O,C_S,N_H,N_C,N_N,N_O,N_S,O_H,O_C,O_N,O_O,O_S,S_H,S_C,S_N,S_O,S_S,H_P,C_P,N_P,O_P,S_P,H_F,C_F,N_F,O_F,S_F,H_I,C_I,N_I,O_I,S_I
4aoi,3382.0,5362.0,2373.0,0.0,0.0,2276.0,3620.0,1594.0,0.0,0.0,603.0,1006.0,440.0,0.0,0.0,653.0,1050.0,450.0,0.0,0.0,47.0,77.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ap7,3449.0,4958.0,1623.0,277.0,0.0,2312.0,3319.0,1083.0,188.0,0.0,628.0,936.0,301.0,46.0,0.0,663.0,966.0,309.0,49.0,0.0,47.0,74.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,141.0,48.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0
4app,8888.0,7746.0,1607.0,748.0,0.0,5579.0,4852.0,1043.0,475.0,0.0,1455.0,1280.0,262.0,124.0,0.0,1707.0,1477.0,310.0,143.0,0.0,92.0,79.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4aq4,2370.0,1016.0,0.0,2044.0,0.0,1580.0,662.0,0.0,1379.0,0.0,402.0,175.0,0.0,357.0,0.0,494.0,218.0,0.0,419.0,0.0,16.0,7.0,0.0,11.0,0.0,338.0,234.0,60.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4aq6,2206.0,2491.0,0.0,1254.0,0.0,1637.0,1875.0,0.0,936.0,0.0,400.0,467.0,0.0,242.0,0.0,409.0,474.0,0.0,229.0,0.0,19.0,21.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4aqh,6305.0,4425.0,1438.0,965.0,0.0,4111.0,2929.0,948.0,651.0,0.0,1017.0,744.0,238.0,162.0,0.0,1072.0,764.0,248.0,172.0,0.0,57.0,40.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ara,7223.0,4561.0,1080.0,1091.0,0.0,5684.0,3585.0,834.0,820.0,0.0,1155.0,734.0,179.0,175.0,0.0,1437.0,904.0,203.0,203.0,0.0,23.0,15.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4arb,7315.0,4611.0,1118.0,1107.0,0.0,5710.0,3583.0,831.0,828.0,0.0,1173.0,732.0,182.0,181.0,0.0,1426.0,901.0,208.0,207.0,0.0,32.0,17.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4arw,5151.0,4186.0,1039.0,1085.0,272.0,3579.0,2859.0,713.0,749.0,193.0,829.0,658.0,168.0,181.0,46.0,933.0,745.0,191.0,207.0,50.0,37.0,35.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4asd,4761.0,6915.0,1224.0,906.0,0.0,3009.0,4431.0,780.0,582.0,0.0,767.0,1160.0,192.0,156.0,0.0,831.0,1227.0,205.0,160.0,0.0,45.0,67.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,657.0,180.0,184.0,14.0,0.0,0.0,0.0,0.0,0.0
4ase,5492.0,7101.0,1282.0,1469.0,0.0,3512.0,4532.0,798.0,930.0,0.0,932.0,1181.0,206.0,248.0,0.0,979.0,1239.0,220.0,248.0,0.0,52.0,63.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4asj,5285.0,5315.0,1196.0,1219.0,320.0,3596.0,3581.0,814.0,850.0,222.0,891.0,908.0,214.0,215.0,56.0,941.0,944.0,223.0,227.0,57.0,29.0,38.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4att,3082.0,2218.0,0.0,1301.0,0.0,2335.0,1688.0,0.0,1011.0,0.0,618.0,451.0,0.0,263.0,0.0,758.0,565.0,0.0,313.0,0.0,15.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4auj,3006.0,2327.0,0.0,1319.0,0.0,2274.0,1740.0,0.0,1012.0,0.0,606.0,465.0,0.0,259.0,0.0,722.0,565.0,0.0,307.0,0.0,14.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4av4,2912.0,2094.0,82.0,1245.0,0.0,2218.0,1588.0,63.0,968.0,0.0,588.0,424.0,18.0,252.0,0.0,705.0,521.0,22.0,294.0,0.0,14.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4av5,3163.0,2524.0,0.0,1241.0,0.0,2429.0,1934.0,0.0,966.0,0.0,626.0,492.0,0.0,248.0,0.0,770.0,622.0,0.0,295.0,0.0,14.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4avh,3679.0,1908.0,0.0,1242.0,110.0,2740.0,1452.0,0.0,948.0,81.0,751.0,385.0,0.0,248.0,23.0,899.0,467.0,0.0,292.0,28.0,14.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4avi,4108.0,2194.0,0.0,1373.0,0.0,3076.0,1676.0,0.0,1061.0,0.0,839.0,452.0,0.0,278.0,0.0,1035.0,564.0,0.0,341.0,0.0,14.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4avj,3393.0,2437.0,239.0,1284.0,0.0,2567.0,1831.0,162.0,993.0,0.0,692.0,501.0,45.0,257.0,0.0,835.0,597.0,59.0,309.0,0.0,14.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4avs,520.0,381.0,55.0,160.0,0.0,1312.0,904.0,125.0,364.0,0.0,377.0,280.0,38.0,121.0,0.0,497.0,367.0,54.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ax9,7507.0,5474.0,1408.0,1164.0,164.0,5410.0,3981.0,985.0,835.0,119.0,1438.0,1035.0,271.0,211.0,31.0,1678.0,1207.0,314.0,256.0,34.0,120.0,81.0,28.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4axd,3833.0,2995.0,1775.0,3263.0,0.0,2386.0,1926.0,1127.0,1894.0,0.0,765.0,618.0,354.0,645.0,0.0,720.0,595.0,349.0,596.0,0.0,19.0,14.0,10.0,17.0,0.0,778.0,430.0,149.0,142.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ayp,6400.0,3473.0,0.0,2722.0,273.0,4492.0,2478.0,0.0,1912.0,203.0,1127.0,626.0,0.0,477.0,51.0,1577.0,878.0,0.0,687.0,77.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ayq,3499.0,2281.0,557.0,1194.0,0.0,2443.0,1621.0,392.0,843.0,0.0,616.0,418.0,104.0,213.0,0.0,888.0,586.0,145.0,309.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ayu,502.0,366.0,54.0,154.0,0.0,1294.0,895.0,111.0,359.0,0.0,369.0,282.0,40.0,111.0,0.0,501.0,362.0,51.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4az5,4493.0,2228.0,288.0,1042.0,291.0,3358.0,1639.0,206.0,790.0,219.0,940.0,486.0,65.0,220.0,60.0,1007.0,513.0,67.0,243.0,68.0,15.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4az6,4577.0,3332.0,715.0,1777.0,0.0,3439.0,2512.0,554.0,1355.0,0.0,950.0,718.0,168.0,384.0,0.0,1030.0,754.0,168.0,412.0,0.0,12.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4azb,4908.0,3766.0,727.0,1770.0,0.0,3576.0,2706.0,536.0,1300.0,0.0,1036.0,820.0,174.0,393.0,0.0,1117.0,857.0,176.0,423.0,0.0,12.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4azc,4259.0,2106.0,273.0,984.0,269.0,3142.0,1529.0,203.0,727.0,207.0,875.0,444.0,58.0,195.0,56.0,967.0,493.0,67.0,232.0,63.0,12.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4azg,4492.0,3278.0,682.0,1654.0,0.0,3353.0,2479.0,515.0,1237.0,0.0,941.0,709.0,153.0,343.0,0.0,1027.0,766.0,161.0,395.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4azi,4603.0,3409.0,716.0,1705.0,0.0,3511.0,2652.0,562.0,1308.0,0.0,937.0,722.0,157.0,340.0,0.0,1041.0,777.0,174.0,404.0,0.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b0b,3480.0,3862.0,690.0,347.0,0.0,2375.0,2630.0,471.0,252.0,0.0,550.0,624.0,114.0,59.0,0.0,559.0,613.0,113.0,57.0,0.0,38.0,38.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b1j,5543.0,3670.0,1562.0,2809.0,0.0,3887.0,2617.0,1083.0,1979.0,0.0,1048.0,686.0,281.0,539.0,0.0,1093.0,747.0,310.0,577.0,0.0,15.0,12.0,5.0,10.0,0.0,468.0,342.0,93.0,99.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b2i,1572.0,1846.0,474.0,0.0,0.0,1001.0,1187.0,298.0,0.0,0.0,231.0,270.0,68.0,0.0,0.0,241.0,269.0,71.0,0.0,0.0,12.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b2l,3033.0,2773.0,381.0,354.0,0.0,1927.0,1770.0,241.0,213.0,0.0,455.0,404.0,59.0,51.0,0.0,500.0,414.0,63.0,65.0,0.0,30.0,24.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b32,1924.0,2439.0,0.0,152.0,0.0,1227.0,1578.0,0.0,102.0,0.0,282.0,361.0,0.0,24.0,0.0,295.0,371.0,0.0,27.0,0.0,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b33,1921.0,2433.0,0.0,251.0,0.0,1221.0,1570.0,0.0,157.0,0.0,285.0,357.0,0.0,36.0,0.0,299.0,372.0,0.0,39.0,0.0,16.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b34,1468.0,1800.0,457.0,0.0,284.0,925.0,1155.0,294.0,0.0,176.0,215.0,264.0,70.0,0.0,40.0,222.0,263.0,68.0,0.0,46.0,12.0,14.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b35,2007.0,2381.0,247.0,375.0,0.0,1272.0,1543.0,153.0,254.0,0.0,298.0,350.0,38.0,54.0,0.0,300.0,357.0,38.0,63.0,0.0,18.0,20.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b3b,5498.0,4136.0,946.0,903.0,0.0,3593.0,2723.0,616.0,607.0,0.0,870.0,650.0,147.0,151.0,0.0,878.0,651.0,148.0,148.0,0.0,57.0,42.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b3c,1631.0,1883.0,272.0,167.0,0.0,1039.0,1210.0,176.0,109.0,0.0,238.0,277.0,37.0,25.0,0.0,257.0,296.0,40.0,26.0,0.0,14.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b3d,2012.0,2127.0,276.0,0.0,0.0,1301.0,1382.0,170.0,0.0,0.0,306.0,306.0,41.0,0.0,0.0,324.0,338.0,42.0,0.0,0.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b5d,5613.0,3864.0,617.0,482.0,0.0,3874.0,2712.0,436.0,331.0,0.0,874.0,594.0,94.0,77.0,0.0,1079.0,738.0,112.0,93.0,0.0,51.0,38.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b5s,1041.0,1047.0,0.0,1042.0,0.0,674.0,663.0,0.0,663.0,0.0,182.0,172.0,0.0,154.0,0.0,178.0,173.0,0.0,172.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b5t,1744.0,1383.0,0.0,1013.0,0.0,1150.0,877.0,0.0,638.0,0.0,294.0,226.0,0.0,151.0,0.0,296.0,229.0,0.0,170.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b5w,1739.0,1047.0,0.0,1028.0,0.0,1139.0,670.0,0.0,669.0,0.0,276.0,166.0,0.0,150.0,0.0,300.0,180.0,0.0,170.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b6o,5214.0,4626.0,0.0,2195.0,0.0,3262.0,2924.0,0.0,1369.0,0.0,1074.0,959.0,0.0,440.0,0.0,942.0,843.0,0.0,391.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b6p,3271.0,4525.0,0.0,1966.0,0.0,2094.0,2906.0,0.0,1245.0,0.0,659.0,944.0,0.0,393.0,0.0,605.0,848.0,0.0,357.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.0,972.0,334.0,290.0,3.0,0.0,0.0,0.0,0.0,0.0
4b6r,5308.0,4801.0,0.0,2273.0,0.0,3389.0,3099.0,0.0,1429.0,0.0,984.0,898.0,0.0,401.0,0.0,962.0,874.0,0.0,408.0,0.0,38.0,33.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b6s,3229.0,4532.0,0.0,1989.0,0.0,2094.0,2955.0,0.0,1267.0,0.0,597.0,848.0,0.0,350.0,0.0,618.0,839.0,0.0,361.0,0.0,20.0,29.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,992.0,300.0,279.0,11.0,0.0,0.0,0.0,0.0,0.0
4b73,5850.0,5201.0,517.0,536.0,0.0,3850.0,3435.0,342.0,352.0,0.0,1086.0,991.0,94.0,93.0,0.0,1169.0,1071.0,97.0,105.0,0.0,48.0,40.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,179.0,48.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0
4b74,7535.0,5801.0,785.0,541.0,0.0,4952.0,3824.0,519.0,353.0,0.0,1358.0,1090.0,136.0,94.0,0.0,1467.0,1174.0,145.0,107.0,0.0,67.0,48.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,181.0,47.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0
4b76,3127.0,3408.0,261.0,258.0,0.0,2084.0,2260.0,184.0,171.0,0.0,597.0,637.0,57.0,48.0,0.0,635.0,719.0,58.0,58.0,0.0,24.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,339.0,98.0,117.0,4.0,0.0,0.0,0.0,0.0,0.0
4b7j,7102.0,3768.0,596.0,1045.0,0.0,4553.0,2379.0,376.0,652.0,0.0,1616.0,871.0,130.0,243.0,0.0,1600.0,845.0,120.0,235.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b7p,5152.0,5685.0,957.0,2015.0,0.0,3269.0,3619.0,590.0,1283.0,0.0,885.0,968.0,165.0,324.0,0.0,1050.0,1163.0,196.0,377.0,0.0,29.0,33.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b7r,7070.0,3734.0,595.0,1038.0,0.0,4547.0,2387.0,370.0,649.0,0.0,1541.0,840.0,124.0,236.0,0.0,1585.0,842.0,117.0,237.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b8y,7219.0,4230.0,1305.0,1925.0,0.0,5754.0,3361.0,1032.0,1520.0,0.0,1320.0,749.0,231.0,356.0,0.0,1538.0,899.0,274.0,417.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b9k,4416.0,4141.0,669.0,545.0,243.0,3414.0,3216.0,522.0,438.0,163.0,850.0,809.0,129.0,106.0,37.0,777.0,731.0,118.0,96.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b9z,9082.0,5070.0,286.0,3357.0,0.0,6731.0,3758.0,216.0,2459.0,0.0,1591.0,897.0,50.0,603.0,0.0,1761.0,999.0,55.0,650.0,0.0,45.0,26.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bah,7198.0,5010.0,1232.0,781.0,0.0,5149.0,3548.0,878.0,556.0,0.0,1347.0,949.0,228.0,150.0,0.0,1553.0,1097.0,277.0,170.0,0.0,103.0,74.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bak,8473.0,5490.0,1394.0,609.0,0.0,6036.0,3887.0,983.0,436.0,0.0,1609.0,1048.0,260.0,116.0,0.0,1876.0,1213.0,305.0,142.0,0.0,124.0,82.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bam,8185.0,5374.0,1420.0,628.0,0.0,5872.0,3806.0,993.0,458.0,0.0,1553.0,1027.0,265.0,118.0,0.0,1807.0,1178.0,312.0,145.0,0.0,122.0,82.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ban,7802.0,5162.0,1405.0,617.0,0.0,5602.0,3668.0,992.0,448.0,0.0,1471.0,978.0,262.0,114.0,0.0,1726.0,1139.0,311.0,145.0,0.0,113.0,78.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bao,7467.0,5016.0,1395.0,623.0,0.0,5368.0,3556.0,986.0,449.0,0.0,1411.0,948.0,262.0,118.0,0.0,1628.0,1105.0,306.0,143.0,0.0,109.0,75.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4baq,8174.0,5323.0,1410.0,614.0,0.0,5843.0,3780.0,992.0,442.0,0.0,1561.0,1015.0,263.0,117.0,0.0,1798.0,1179.0,307.0,142.0,0.0,121.0,80.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bb9,3845.0,2115.0,0.0,3177.0,0.0,2344.0,1285.0,0.0,1930.0,0.0,752.0,410.0,0.0,610.0,0.0,814.0,451.0,0.0,663.0,0.0,27.0,13.0,0.0,17.0,0.0,364.0,225.0,64.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bc5,2265.0,1260.0,0.0,1026.0,0.0,1522.0,852.0,0.0,697.0,0.0,434.0,235.0,0.0,191.0,0.0,474.0,258.0,0.0,217.0,0.0,24.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,177.0,48.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0
4bck,3705.0,4180.0,1835.0,408.0,474.0,2338.0,2709.0,1181.0,261.0,308.0,561.0,675.0,294.0,67.0,82.0,627.0,722.0,327.0,78.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bcm,5300.0,5368.0,1953.0,659.0,518.0,3407.0,3499.0,1277.0,415.0,338.0,863.0,873.0,318.0,105.0,91.0,944.0,948.0,354.0,113.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bcn,4515.0,4580.0,1800.0,254.0,287.0,2897.0,2976.0,1179.0,165.0,194.0,724.0,733.0,299.0,42.0,51.0,764.0,789.0,308.0,42.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bco,6119.0,6030.0,2242.0,162.0,312.0,3949.0,3933.0,1453.0,101.0,210.0,986.0,983.0,369.0,27.0,53.0,1037.0,1052.0,390.0,24.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bcp,6398.0,5839.0,2319.0,0.0,318.0,4069.0,3816.0,1515.0,0.0,216.0,1026.0,948.0,375.0,0.0,51.0,1150.0,1050.0,419.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bcs,945.0,638.0,129.0,172.0,71.0,3226.0,2126.0,439.0,546.0,233.0,768.0,506.0,102.0,132.0,57.0,912.0,610.0,116.0,160.0,69.0,18.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bf1,474.0,617.0,204.0,131.0,125.0,1892.0,2343.0,740.0,493.0,463.0,492.0,613.0,202.0,134.0,128.0,432.0,527.0,173.0,124.0,116.0,12.0,16.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bf6,412.0,572.0,251.0,132.0,130.0,1516.0,2003.0,901.0,489.0,465.0,404.0,559.0,254.0,131.0,131.0,377.0,513.0,228.0,123.0,117.0,8.0,13.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bi6,664.0,660.0,0.0,1825.0,0.0,423.0,430.0,0.0,1171.0,0.0,113.0,114.0,0.0,328.0,0.0,129.0,128.0,0.0,347.0,0.0,4.0,4.0,0.0,12.0,0.0,292.0,188.0,50.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bi7,656.0,650.0,0.0,1802.0,0.0,435.0,424.0,0.0,1171.0,0.0,116.0,116.0,0.0,325.0,0.0,128.0,127.0,0.0,347.0,0.0,4.0,4.0,0.0,11.0,0.0,289.0,183.0,49.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bj8,4366.0,2914.0,585.0,792.0,324.0,3079.0,2076.0,436.0,553.0,224.0,809.0,550.0,112.0,147.0,61.0,911.0,611.0,125.0,163.0,67.0,23.0,11.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bks,3576.0,3155.0,562.0,782.0,0.0,2773.0,2448.0,422.0,600.0,0.0,666.0,578.0,100.0,147.0,0.0,628.0,528.0,96.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bkt,2920.0,2033.0,512.0,715.0,0.0,2293.0,1627.0,396.0,565.0,0.0,592.0,425.0,103.0,144.0,0.0,526.0,386.0,98.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bny,4559.0,4891.0,913.0,316.0,292.0,3077.0,3427.0,659.0,210.0,210.0,853.0,923.0,171.0,59.0,55.0,856.0,942.0,177.0,57.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
